review_text,processed_text,label,source
Thật sự là quá tuyệt vải rất đẹp...mình là người rất khó tính như nhận đc hàng rất đẹp vui ghê mua thêm 1 cái nữa kkk.,thật_sự tuyệt_vải đẹp khó_tính hàng đẹp vui ghê mua kkk,1,tiki_sentiment
"Mình đặt 5 áo mà shop giao có 3 áo mà tổng tiền vẫn là trả cho 5 áo, nhưng mong shop không hỗ trợ nhiệt để hoàn tiền cho mình vì shop có thể chuyển khoản lại cho mình mà shop không làm.",áo shop giao áo tổng tiền áo mong_shop hỗ_trợ nhiệt hoàn tiền shop có_thể chuyển_khoản shop,0,tiki_sentiment
"Gối êm, đẹp, Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.",gối êm_đẹp chất_lượng sản_phẩm tuyệt_vời shop phục_vụ thời_gian giao hàng,1,tiki_sentiment
30274334304,30274334304,0,dduongdev_shopee_raw
"Thời gian giao hàng rất nhanh,chất vải đẹp.",thời_gian giao hàng chất vải đẹp,1,tiki_sentiment
70158465965,70158465965,0,dduongdev_shopee_raw
Ghi rõ là áo size 36 nhưng giao size 34 bé bằng lỗ mũi.,ghi áo size 36 giao size 34 bé lỗ mũi,0,tiki_sentiment
"Đóng gói sp chắc chắn, giao hàng rất nhanh.",đóng_gói sản_phẩm chắc_chắn giao hàng,1,tiki_sentiment
Ôi áo đẹp xức sắc ạ.,ôi áo đẹp xức_sắc,1,tiki_sentiment
Cảm ơn shop đã tư vấn nhiệt tình nhé.,cảm_ơn shop tư_vấn nhiệt_tình,1,tiki_sentiment
Giống y hình 100% ❤❤.,y_hình 100,1,tiki_sentiment
Sản phẩm tuyệt vời màu đúng chuẩn luôn nhé ok shop,sản_phẩm tuyệt_vời màu chuẩn shop,1,tiki_sentiment
Mình 48kg mà mặc quần này bị trật luôn r.,48 kg mặc quần trật,0,tiki_sentiment
Đóng gói sản phẩm rất đẹp và chắc chắn hàng chính hãng.,đóng_gói sản_phẩm đẹp chắc_chắn hàng hãng,1,tiki_sentiment
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất rất tốt nhiệt tình với khách.,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chắc_chắn shop phục_vụ nhiệt_tình,1,tiki_sentiment
Mặc đc 4 lần và k bh mặc lại nữa.,mặc bh mặc,0,tiki_sentiment
"Son mịn, mềm môi, chỉ tiếc là lên màu không phải màu mình thích vì nghiêng về hồng nhiều hơn!",son mịn mềm_môi tiếc màu màu nghiêng hồng,1,tiki_sentiment
"Rất đáng tiền, Shop phục vụ rất tốt, quần chất cực thích luôn shop ạ.",tiền shop phục_vụ quần_chất cực shop,1,tiki_sentiment
Màu đen vải mỏng = 1 nửa.,màu đen vải mỏng nửa,0,tiki_sentiment
chất vải cứng xấu. áo giống hình.,chất vải cứng xấu áo hình,0,tiki_sentiment
K như suy nghĩ nhưng cũng tạm ổn 😁 Thời gian giao hàng nhanh.,suy_nghĩ tạm ổn thời_gian giao hàng,1,tiki_sentiment
"Đóng gói sản phẩm chắc chắn, hơi nhỏ so với hình, Shop phục vụ khá tốt.",đóng_gói sản_phẩm chắc_chắn hơi hình_shop phục_vụ,1,tiki_sentiment
hơi thất vọng.,hơi thất_vọng,0,tiki_sentiment
Đóng gói sản phẩm rất đẹp Thời gian giao hàng rất nhanh vải hoi mỏng.,đóng_gói sản_phẩm đẹp thời_gian giao hàng vải_hoi mỏng,1,tiki_sentiment
Sản phẩm không như mong đợi vải thô và cứng bận vào nóng hứa với lòng không mua trên Shopee Nữa.,sản_phẩm mong_đợi vải thô cứng_bận nóng hứa mua shopee,0,tiki_sentiment
58180946088,58180946088,0,dduongdev_shopee_raw
"Vải đẹp, màu đẹp, áo đẹp.",va đe ma_u đe_p a_o đe,1,tiki_sentiment
Rất đáng tiền Đóng gói sản phẩm chưa kỹ mấy.,tiền đóng_gói sản_phẩm kỹ mấy,1,tiki_sentiment
Shop phục vụ rất tốt Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh.,shop phục_vụ tiền đóng_gói sản_phẩm đẹp chắc_chắn chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng,1,tiki_sentiment
Phù hợp với giá tiền.vải ko mịn.,phù_hợp giá tiền vải mịn,0,tiki_sentiment
Đường may chưa mặc đã bị tuột :( buồn quá.,đường may mặc tuột buồn,0,tiki_sentiment
Vô cùng hài lòng khi nhận được hàng ạ 💖💖💖!!,vô_cùng hài_lòng hàng,1,tiki_sentiment
Phải chi quần có túi nhỏ nữa tuyệt vời như dù sao giá này mua 1 bộ đồ như vậy là rẻ rồi ạ .,chi_quần túi tuyệt_vời dù_sao giá mua bộ_đồ như_vậy rẻ,1,tiki_sentiment
85548981338,85548981338,0,dduongdev_shopee_raw
79118095740,79118095740,0,dduongdev_shopee_raw
Ko đáng tiền.,tiền,0,tiki_sentiment
14997666407,14997666407,0,dduongdev_shopee_raw
73588134384,73588134384,0,dduongdev_shopee_raw
Sản phẩm dày đẹp.,sản_phẩm dày đẹp,1,tiki_sentiment
Áo có mùi khó chịu khủng khiếp.,áo mùi khó_chịu khủng_khiếp,0,tiki_sentiment
"Một sản phẩm tuyệt vời cho chị em, giúp tiết giảm sức lao động và thời gian cho việc chăm sóc nhà cửa.",sản_phẩm tuyệt_vời chị_em giúp_tiết sức_lao_động thời_gian chăm_sóc nhà_cửa,1,tiki_sentiment
12883875069,12883875069,1,dduongdev_shopee_raw
91233456436,91233456436,0,dduongdev_shopee_raw
Rất đáng tiền Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Shop phục vụ rất tốt.,tiền chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chắc_chắn thời_gian giao hàng nhanh_shop phục_vụ,1,tiki_sentiment
32783403954,32783403954,0,dduongdev_shopee_raw
25455168489,25455168489,0,dduongdev_shopee_raw
"Vừa nhận hàng phải đánh giá luôn, vải quá đẹp so với sự mong đợi của m, có 15k mà vải đẹp thật.",hàng đánh_giá vải đẹp mong_đợi 15 vải đẹp,1,tiki_sentiment
Nhận hàng rất ưng.,hàng ưng,1,tiki_sentiment
"Chất lượng sản phẩm tuyệt vời, thời gian giao hàng rất nhanh đáng tiền, shop phục vụ rất tốt, sản phẩm rất đẹp và chắc chắn.",chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng tiền shop phục_vụ sản_phẩm đẹp chắc_chắn,1,tiki_sentiment
Mới mặc thử đã bị bung chỉ.,mặc thử bung,0,tiki_sentiment
16163007344,16163007344,0,dduongdev_shopee_raw
Tiền nào của nấy.,tiền,0,tiki_sentiment
41680257991,41680257991,0,dduongdev_shopee_raw
Size 37 nhưng hơi rộng.,size 37 hơi rộng,0,tiki_sentiment
76438830655,76438830655,1,dduongdev_shopee_raw
Sẽ ủng hộ và giới thiệu shop cho bb ❤️❤️❤️.,ủng_hộ giới_thiệu shop bb,0,tiki_sentiment
12057467963,12057467963,0,dduongdev_shopee_raw
bọn lừa đảo còn thiếu mẹ mày tiền mẹ m ib ko tl thôi bà mày biếu dmm làm ăn thất đức kieru này đéo tồn tại dk mãi đâu.,bọn lừa_đảo mẹ mày tiền mẹ ib tl mày biếu dmm làm_ăn thất_đức kieru đéo tồn_tại dk mãi,0,tiki_sentiment
"Chất lượng kém vải cứng k mềm, đường may ẩu, dáng bị hẫng.",chất_lượng kém vải cứng mềm đường may ẩu_dáng hẫng,0,tiki_sentiment
86877509286,86877509286,0,dduongdev_shopee_raw
giống nhu mẫu chất vải rất là ok.,nhu_mẫu chất vải,1,tiki_sentiment
74991617780,74991617780,0,dduongdev_shopee_raw
Vừa vặn xinh xắn đường may chắc chắn.,vặn xinh_xắn đường may chắc_chắn,1,tiki_sentiment
11119406511,11119406511,0,dduongdev_shopee_raw
Giá tốt cho 12 tháng sử dụng !,gia_tô 12 tha ng_sư du_ng,1,tiki_sentiment
16370471740,16370471740,1,dduongdev_shopee_raw
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốtThời gian giao hàng rất nhanh.,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chắc_chắn shop phục_vụ tốtthời_gian giao hàng,1,tiki_sentiment
đôi đỏ đi hơi bị đâu chân cho lắm với phần đế hơi bị cứng không có mền cho lắm.,đôi đỏ đi hơi chân đế hơi cứng mền,0,tiki_sentiment
"Yêu cầu đổi trả Shop yêu cầu gửi ảnh, gửi cho r im lặng.",yêu_cầu đổi shop yêu_cầu gửi ảnh gửi im_lặng,0,tiki_sentiment
33553542320,33553542320,1,dduongdev_shopee_raw
Làm ăn ko uy tín.,làm_ăn uy_tín,0,tiki_sentiment
"Shop tư vấn nhiệt tình, thân thiện, sẽ ủng hộ lại <3.",shop tư_vấn nhiệt_tình thân_thiện ủng_hộ,1,tiki_sentiment
14852292341,14852292341,0,dduongdev_shopee_raw
"Chất lượng vải tốt Chất lượng sản phẩm tuyệt vời,,,nhưng có chỗ bị lỗi,,, Đóng gói sản phẩm rất đẹp và chắc chắn.",chất_lượng vải chất_lượng sản_phẩm tuyệt_vời chỗ lỗi đóng_gói sản_phẩm đẹp chắc_chắn,1,tiki_sentiment
Áo đẹp vải dày dặn mềm mát phôm chuẩn.,áo đẹp vải dày_dặn mềm mát_phôm chuẩn,1,tiki_sentiment
Nhắn shop k lấy đá lọc thay bằng 4m dây ok r cho 2m dây thế thà lấy đá lọc cho xong.,nhắn shop đá lọc thay dây dây đá lọc,0,tiki_sentiment
35383467837,35383467837,0,dduongdev_shopee_raw
41183663431,41183663431,1,dduongdev_shopee_raw
Váy caro rất đẹp.,váy caro đẹp,1,tiki_sentiment
Lần này mua cả thùng rất đáng tiền ạ để lâu cũng không lo lắng.,mua thùng tiền lo_lắng,1,tiki_sentiment
"hàng mặc quá dẫn, quá rộng, lưng dễ bị cuộn không ôm bụng.",hàng mặc rộng lưng cuộn ôm bụng,0,tiki_sentiment
Gói hàng cũng xinh !!!,gói hàng xinh,1,tiki_sentiment
"Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt, Thời gian giao hàng rất nhanh.",chất_lượng sản_phẩm tuyệt_vời shop phục_vụ thời_gian giao hàng,1,tiki_sentiment
Lồng nhỏ.,lồng,0,tiki_sentiment
69637437514,69637437514,0,dduongdev_shopee_raw
"mẫu đẹp, chất vải ok. mình rất hài lòng.",mẫu đẹp chất vải hài_lòng,1,tiki_sentiment
lovely summer dress.,lovely summer dress,1,tiki_sentiment
Chủ shop tư vấn form chuẩn.,chủ shop tư_vấn form chuẩn,1,tiki_sentiment
áo đẹp. chị chủ tư vấn nhiệt tình. tạo điều kiện trong việc đổi trả hàng. nói chung là ưng cách phục vụ 5*.,áo đẹp chủ tư_vấn nhiệt_tình điều_kiện đổi hàng nói_chung ưng phục_vụ,1,tiki_sentiment
"Đã nhận, rất ưng so với giá.",ưng giá,1,tiki_sentiment
Đặt màu đen thì giao màu trắng :).,màu đen giao màu trắng,0,tiki_sentiment
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời .Shop phục vụ rất tốt👍👍👍👍.,đóng_gói sản_phẩm đẹp chắc_chắn chất_lượng sản_phẩm tuyệt_vời shop phục_vụ,1,tiki_sentiment
79379156736,79379156736,1,dduongdev_shopee_raw
82186000710,82186000710,1,dduongdev_shopee_raw
Vải rất đẹp Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,vải đẹp tiền đóng_gói sản_phẩm đẹp chắc_chắn thời_gian giao hàng,1,tiki_sentiment
Đáng để mua ❤❤❤ Rất đáng tiền vải tốt 💕.,mua tiền vải,1,tiki_sentiment
"Không che được khuyết điểm, giao đủ hàng, đóng gói chắc chắn.",che khuyết_điểm giao hàng đóng_gói chắc_chắn,1,tiki_sentiment
15551111701,15551111701,1,dduongdev_shopee_raw
Quần đẹp.vải dày.đáng tiền.,quần đẹp vải dày tiền,1,tiki_sentiment
Mình 50kg ko mạc vừa.,50 kg không_mạc,0,tiki_sentiment
69861151600,69861151600,0,dduongdev_shopee_raw
Nói chung thì ok.,nói_chung,1,tiki_sentiment
33019260970,33019260970,0,dduongdev_shopee_raw
Gửi lộn màu cho ngta rồi quần màu đỏ ớt mà giao áo màu đỏ đô là Sao.,gửi lộn màu ngta quần màu đỏ ớt giao áo màu đỏ_đô,0,tiki_sentiment
Shop giao sai mẫu sai cả size luôn Thời gian giao hàng nhanh.,shop giao sai mẫu sai size thời_gian giao hàng,0,tiki_sentiment
Shop phục vụ rất tốt Thời gian giao hàng chậm Chất lượng sản phẩm tuyệt vời.,shop phục_vụ thời_gian giao hàng chậm chất_lượng sản_phẩm tuyệt_vời,1,tiki_sentiment
Sản phẩm đúng như hình.,sản_phẩm hình,1,tiki_sentiment
17280410090,17280410090,0,dduongdev_shopee_raw
16578920922,16578920922,0,dduongdev_shopee_raw
"Sản phẩm không có tag, không có mác.",sản_phẩm tag mác,0,tiki_sentiment
Hàng rất tốt chất lượng chuẩn giống hình ảnh.,hàng chất_lượng chuẩn hình_ảnh,1,tiki_sentiment
Chị chủ shop dễ thương.,chủ_shop dễ_thương,1,tiki_sentiment
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền.,đóng_gói sản_phẩm đẹp chắc_chắn tiền,1,tiki_sentiment
App dùng chưa ổn lắm.,app ổn,0,tiki_sentiment
"Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, chủ s dễ thương còn tặng cả cột tóc rất xinh, sẽ ủng hộ s lần tới.",chất_lượng sản_phẩm tuyệt_vời shop phục_vụ thời_gian giao hàng chủ_s dễ_thương tặng cột tóc xinh ủng_hộ,1,tiki_sentiment
áo xinh một cách dã man tàn bạo!!!,áo xinh một_cách dã_man tàn_bạo,1,tiki_sentiment
đồ mỏng nhưng giá như vậy thì ok . tiền nào của đó.,đồ mỏng giá như_vậy tiền,1,tiki_sentiment
Xấu quá shop ơi.,xấu shop,0,tiki_sentiment
15066931937,15066931937,1,dduongdev_shopee_raw
65286210822,65286210822,0,dduongdev_shopee_raw
Riêng về giao hàng thì có thái độ cáu gắt với khách.,giao hàng thái_độ cáu_gắt,0,tiki_sentiment
Mỗi tội áo về bị vàng 1 vết nhỏ ở lưng :( nhưng giặt đi thì hết 👍🏻 mong shop sẽ ktra hàng kĩ hơn trc khi gửi ạ 😁.,tội áo vàng vết lưng giặt đi mong_shop ktra hàng kĩ trc gửi,1,tiki_sentiment
15820873286,15820873286,1,dduongdev_shopee_raw
"Rất chim ưng, lại còn dc tặng quà nữa, cảm on shop!",chim_ưng tặng quà cảm_on shop,1,tiki_sentiment
13564901430,13564901430,0,dduongdev_shopee_raw
65025131489,65025131489,1,dduongdev_shopee_raw
"Quần mặc vừa và dễ chịu, tgian giao hàng nhanh.",quần mặc dễ_chịu tgian giao hàng,1,tiki_sentiment
Để lại lưu ý màu xanh và đen thì lại gửi màu đỏ và ghi.,lưu_ý màu xanh đen gửi màu đỏ ghi,0,tiki_sentiment
91314927603,91314927603,1,dduongdev_shopee_raw
Màu k dc tươi như hình.,màu tươi hình,0,tiki_sentiment
Cổ áo và vạt áo thì may KHÔNG HỀ CO DÃN và KHÔNG THỂ CHUI LỌT để mặc.,cổ áo vạt_áo may hề co_dãn không_thể chui_lọt mặc,0,tiki_sentiment
Màu khác xa hình chụp.,màu xa_hình chụp,0,tiki_sentiment
79747363493,79747363493,1,dduongdev_shopee_raw
- tuyệt vời 😍.,tuyệt_vời,1,tiki_sentiment
"Áo hơi mỏng và chắc hơi nhăn quá, chắc do đóng gói.",áo hơi mỏng hơi nhăn đóng_gói,0,tiki_sentiment
80130178788,80130178788,0,dduongdev_shopee_raw
Tay đỏ thì tươi hơn hình.,đỏ tươi hình,1,tiki_sentiment
M chua thử nhưng thấy chất rất đẹp.,chua_thử chất đẹp,1,tiki_sentiment
"Gà ngon lắm, rất giòn và cay.",gà ngon giòn cay,1,tiki_sentiment
91003304237,91003304237,0,dduongdev_shopee_raw
13312653131,13312653131,0,dduongdev_shopee_raw
10874065548,10874065548,1,dduongdev_shopee_raw
"Vải mềm mát , lấy thẳng bên này nên giá cũng mềm nữa , không uổng công bao ngày chờ đợi .",vải mềm_mát thẳng giá mềm uổng công_bao chờ_đợi,1,tiki_sentiment
79062217187,79062217187,0,dduongdev_shopee_raw
son lên màu đẹp. khoảng tầm 10 15s là khô rồi. giữ màu khá tốt. đánh xong cảm giác hơi khô.,son màu đẹp tầm 10 15 khô màu đánh cảm_giác hơi khô,1,tiki_sentiment
60547589072,60547589072,1,dduongdev_shopee_raw
Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời.,thời_gian giao hàng nhanh_shop phục_vụ tiền đóng_gói sản_phẩm đẹp chắc_chắn chất_lượng sản_phẩm tuyệt_vời,1,tiki_sentiment
Tiếp tục ủng hộ shop lần sau @@.,tiếp_tục ủng_hộ shop,1,tiki_sentiment
Shop phục vụ rất tốt Rất đáng tiền Sẽ luôn ủng hộ shop❤️❤️❤️.,shop phục_vụ tiền ủng_hộ shop,1,tiki_sentiment
Sẽ tiếp tục ủng hộ shop dài dài.,tiếp_tục ủng_hộ shop,1,tiki_sentiment
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền.,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chắc_chắn đóng_gói sản_phẩm đẹp chắc_chắn đóng_gói sản_phẩm đẹp chắc_chắn đóng_gói sản_phẩm đẹp chắc_chắn đóng_gói sản_phẩm đẹp chắc_chắn shop phục_vụ tốt_shop phục_vụ tiền tiền,1,tiki_sentiment
Mình cực k thích thái độ k tl tin nhắn của shop.,cực thái_độ tl nhắn shop,0,tiki_sentiment
Dễ thương lắm.,dễ_thương,1,tiki_sentiment
70225839386,70225839386,0,dduongdev_shopee_raw
Áo như hình... có đìu màu khôq được tươi như hình... nhưq áo ẹp... mìh ốm mặc hơi to...,áo hình đìu màu khôq tươi hình_nhưq áo_ẹp mìh ốm mặc hơi to,1,tiki_sentiment
"chat oki, mau k dc den lắm hoi sang xiu.",chat oki mau den lắm_hoi xiu,0,tiki_sentiment
Giày ok nhưng chắc do vận chuyển nên hộp méo mó quá.,giày vận_chuyển hộp méo_mó,1,tiki_sentiment
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.Cảm ơn shop nhé.,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chắc_chắn cảm_ơn shop,1,tiki_sentiment
"Shop ship nhanh, còn được tặng thêm 2 đôi vớ xinh xinh, đồ vải đẹp.",shop giao hàng tặng đôi vớ xinh_xinh_đồ vải đẹp,1,tiki_sentiment
82092820320,82092820320,1,dduongdev_shopee_raw
61180776682,61180776682,1,dduongdev_shopee_raw
"Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, mỗi tội áo hơi ngắn chút.",đóng_gói sản_phẩm đẹp chắc_chắn shop phục_vụ tốt_shop phục_vụ thời_gian giao hàng mô tô i_a hơi ngă chu_t,1,tiki_sentiment
Cách cư xử của nhân viên vs khách hàng quá tệ.,cư_xử nhân_viên khách_hàng tệ,0,tiki_sentiment
82084350706,82084350706,0,dduongdev_shopee_raw
15762287650,15762287650,0,dduongdev_shopee_raw
Hơi dơ.,hơi dơ,0,tiki_sentiment
17293236851,17293236851,1,dduongdev_shopee_raw
"cho viên tẩy vào xong bồn cầu ""nguyễn y vân""(vẫn y nguyên).",viên tẩy bồn cầu nguyễn_y_vân y_nguyên,0,tiki_sentiment
Cực kỳ ưng ý với chất lượng sản phẩm và hài lòng về sự chu đáo của shop.,cực_kỳ ưng_ý chất_lượng sản_phẩm hài_lòng chu_đáo shop,1,tiki_sentiment
Sẽ luôn ủng hộ shop!!!,ủng_hộ shop,1,tiki_sentiment
Chúc shop bán đc nhiều.,chúc shop,1,tiki_sentiment
Thảm đẹp ô kê!,thảm đẹp kê,1,tiki_sentiment
Xấu nhỏ kh vừa ok Chất lượng sản phẩm rất kém Shop phục vụ rất kém Rất không đáng tiền.,xấu kh chất_lượng sản_phẩm kém shop phục_vụ kém tiền,0,tiki_sentiment
Sau váy bị hếch.,váy hếch,0,tiki_sentiment
3 chiếc 1 chiếc bị rách :(.,rách,1,tiki_sentiment
Chủ shop nói chiện dễ thương.,chủ shop chiện dễ_thương,1,tiki_sentiment
68865139315,68865139315,0,dduongdev_shopee_raw
20208029138,20208029138,1,dduongdev_shopee_raw
"Áo như áo bà ba ấy, mềm, không được như ảnh =(.",áo áo bà_ba mềm ảnh,0,tiki_sentiment
16331656808,16331656808,1,dduongdev_shopee_raw
Làm ăn phải uy tín chứ gửi cho xong chuyện vậy sao.,làm_ăn uy_tín gửi cho_xong,0,tiki_sentiment
"Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt, hàng đẹp giá rẻ quá shop ơi.",chất_lượng sản_phẩm tuyệt_vời shop phục_vụ hàng đẹp giá rẻ shop,1,tiki_sentiment
Trắng toát xinh lắm cơ.,trắng toát_xinh,1,tiki_sentiment
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng hơi chậm.,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chắc_chắn tiền thời_gian giao hàng hơi chậm,1,tiki_sentiment
"Hàng đẹp, y chang hình người mẫu mặc, khác mỗi là chiều cao của mình không như mẫu :)))).",hàng đẹp y_chang hình người_mẫu mặc chiều mẫu,1,tiki_sentiment
"Chat Liêu tốt , I like ít.",chat_liêu like,1,tiki_sentiment
16535215952,16535215952,0,dduongdev_shopee_raw
86826979947,86826979947,1,dduongdev_shopee_raw
"Chất lượng sản phẩm tuyệt vời, chất vải đẹp, Đóng gói sản phẩm rất đẹp và chắc chắn, Shop phục vụ rất nhiệt tình.",chất_lượng sản_phẩm tuyệt_vời chất vải đẹp đóng_gói sản_phẩm đẹp chắc_chắn shop phục_vụ nhiệt_tình,1,tiki_sentiment
69864410850,69864410850,1,dduongdev_shopee_raw
15909652357,15909652357,0,dduongdev_shopee_raw
82989945389,82989945389,0,dduongdev_shopee_raw
14016290851,14016290851,0,dduongdev_shopee_raw
52035533132,52035533132,1,dduongdev_shopee_raw
Nen mua.,nen mua,1,tiki_sentiment
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,đóng_gói sản_phẩm đẹp chắc_chắn chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chắc_chắn shop phục_vụ thời_gian giao hàng,1,tiki_sentiment
Tai nghe bluetooth không sài được.,tai bluetooth sài,0,tiki_sentiment
Shop làm ăn rất chán.,shop làm_ăn chán,0,tiki_sentiment
"Bánh ngon, thơm, giao hàng date mới căng.",bánh ngon_thơm giao hàng date căng,1,tiki_sentiment
"Áo chất rất đẹp, y hình.chị chủ nhiệt tình tư vấn rất chu đáo.giao hàng nhanh.rất ưng sản phẩm và sẽ ủng hộ shop😊.",áo chất đẹp y_hình chủ nhiệt_tình tư_vấn chu_đáo giao hàng ưng sản_phẩm ủng_hộ shop,1,tiki_sentiment
Chỉ tiếc chất lượng kém quá.,tiếc chất_lượng kém,1,tiki_sentiment
"Vải mỏng, shop giao hàng mà ko đối chiếu đơn hàng của khách hàng dẫn tới việc giao ko đúng size khách cần.",vải mỏng shop giao hàng đối_chiếu đơn hàng khách_hàng giao size,0,tiki_sentiment
41376473382,41376473382,0,dduongdev_shopee_raw
41813316580,41813316580,0,dduongdev_shopee_raw
90556075777,90556075777,1,dduongdev_shopee_raw
Áo wa mong ma ngắn nữa tgian giao hàng nhang.,áo wa mong ma ngắn tgian giao hàng nhang,0,tiki_sentiment
"Mới nhận, chưa có thời gian khui thùng xem hàng nhưng thấy đóng gói hàng kỹ càng vậy thì yên tâm quá rồi.",thời_gian khui thùng hàng đóng_gói hàng kỹ_càng yên_tâm,1,tiki_sentiment
15079547641,15079547641,1,dduongdev_shopee_raw
75281963510,75281963510,0,dduongdev_shopee_raw
47593826049,47593826049,0,dduongdev_shopee_raw
"Mặc rất thoải mái, có điều chất liệu hơi mỏng nhé <3 Cảm ơn shopp.",mặc thoải_mái có_điều chất_liệu hơi mỏng cảm_ơn shopp,1,tiki_sentiment
11511877292,11511877292,0,dduongdev_shopee_raw
"Dáng quần đẹp đúng mẫu, đường may chắc chắn.",dáng quần_đẹp mẫu đường may chắc_chắn,1,tiki_sentiment
12627996681,12627996681,1,dduongdev_shopee_raw
Shop phục vụ chu đáo.,shop phục_vụ chu_đáo,1,tiki_sentiment
14685926470,14685926470,1,dduongdev_shopee_raw
"Vải đẹp, mát mỏng mịn.",vải đẹp mát mỏng mịn,1,tiki_sentiment
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Đóng gói sản phẩm chắc chắn Thời gian giao hàng nhanh.,chất_lượng sản_phẩm đóng_gói sản_phẩm chắc_chắn đóng_gói sản_phẩm chắc_chắn thời_gian giao hàng,1,tiki_sentiment
Đẹp ngoài sức tưởng tượng.,đẹp sức tưởng_tượng,1,tiki_sentiment
Mua do hong ra mau giong tim sen v.,mua hong mau giong tim_sen,0,tiki_sentiment
80948560260,80948560260,0,dduongdev_shopee_raw
"Áo sơ mi ok, có chức dài nhưng mặc vơí quần âu ok.",sơ_mi co_chư da mă vơi quâ n_âu,1,tiki_sentiment
"Giày đẹp y như hình,giá rẻ,giao hàng nhanh❤️❤️Cám ơn shop nhé!!!",giày đẹp y_như hình giá rẻ giao hàng cám_ơn shop,1,tiki_sentiment
"Màu tối hơn trong hình, chất đẹp, Rất đáng tiền.",màu tối hình_chất đẹp tiền,1,tiki_sentiment
22662979169,22662979169,0,dduongdev_shopee_raw
K bao giờ mua lại lần nữa.,bao_giờ mua,0,tiki_sentiment
Dây tay áo hơi dài bạn ơi.,dây hơi da,0,tiki_sentiment
60562486754,60562486754,0,dduongdev_shopee_raw
12571694538,12571694538,0,dduongdev_shopee_raw
Chất lượng sản phẩm tuyệt vời Quá đẹp so với giá tiền.,chất_lượng sản_phẩm tuyệt_vời đẹp giá tiền,1,tiki_sentiment
29288335328,29288335328,1,dduongdev_shopee_raw
55480163228,55480163228,0,dduongdev_shopee_raw
Vải chất lượng ok.chị chủ shop nhiệt tình.,vải chất_lượng chủ shop nhiệt_tình,1,tiki_sentiment
Ngon bổ rẻ có thật.,ngon bổ_rẻ,1,tiki_sentiment
28938787566,28938787566,1,dduongdev_shopee_raw
Thích nhất trong gói hàng luôn.,gói hàng,1,tiki_sentiment
Áo size to quá không mặc được.,áo size to mặc,0,tiki_sentiment
44876218566,44876218566,1,dduongdev_shopee_raw
Thắc mắc thì không trả lời.,thắc_mắc trả_lời,0,tiki_sentiment
Đóng gói đẹp.,đóng_gói đẹp,1,tiki_sentiment
57505808526,57505808526,1,dduongdev_shopee_raw
