review_text,label,source
Hoàn hàng thì phiền phức mà đắt vl.,0,tiki_sentiment
16254858471,1,dduongdev_shopee_raw
59882582368,0,dduongdev_shopee_raw
"Form nhỏ nhưng mà cup cao, được cái siêu mềm, mát.",1,tiki_sentiment
Màu siêu xinh.,1,tiki_sentiment
"Ship nhanh, shop cũng tận tình giải đáp nữa =).",1,tiki_sentiment
Đề nghị trả nhưng k được thông qua.,0,tiki_sentiment
sản phẩm tạm được.vải nóng.sổ lông.,0,tiki_sentiment
"Thời gian giao hàng nhanh, balo nhìn đẹp nhưng đường may không chắc chắn, bị bung chỉ khá lớn.",0,tiki_sentiment
Sẽ ủng hộ shop lần sau nhé !,1,tiki_sentiment
"Rất đáng tiền,sản phẩm shop rẻ mà đẹp nữa chứ.",1,tiki_sentiment
"Áo đẹp, vải dày dặn, nói chung là rất ok. sẽ ủng hộ shop dài dài.",1,tiki_sentiment
"Áo xinh, cảm ơn.",1,tiki_sentiment
"Vải mềm, nhưng hơi mỏng nhìn chung thì ok Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.",1,tiki_sentiment
Chất lượng sản phẩm tuyệt vời Ao đẹp.,1,tiki_sentiment
83243073785,0,dduongdev_shopee_raw
"Chất lượng sản phẩm tuyệt vời, vải đẹp, kiểu y hình, thanks shop và shopee.",1,tiki_sentiment
Đóng gói sản phẩm kém Shop phục vụ tạm được.,1,tiki_sentiment
Mình hài lòng !,1,tiki_sentiment
"Chất lượng sản phẩm tuyệt vời, dép nhẹ, chắc chắn dễ đi, nhưng chắc k đi đc trời mưa.",1,tiki_sentiment
31863686596,1,dduongdev_shopee_raw
Vải hơi nóng.,0,tiki_sentiment
Vải đẹp ☺️☺️.,1,tiki_sentiment
"Vải ok, giao đúng size.",1,tiki_sentiment
Áo chất len mềm mịn.,1,tiki_sentiment
May vớt vội cái áo trắng chứ ko hỏng luôn áo.,0,tiki_sentiment
"Kiểu giống nhưng chất vải ko đẹp,vải thô cứng sờ vào nghe sột soạt.hàng xưởng may.vải giống phi bóng.rất nóng.",0,tiki_sentiment
13738776026,0,dduongdev_shopee_raw
"Hàng tốt, sr shop về cái địa chỉ 😀.",1,tiki_sentiment
53179273608,0,dduongdev_shopee_raw
dây đẹp chất lượng tốt.,1,tiki_sentiment
"Áo thu nhẹ nhàng, mặc lên xinh lắm shop à.",1,tiki_sentiment
23263231285,1,dduongdev_shopee_raw
Rat ung !,1,tiki_sentiment
Gọi điện bảo hành ko bắt máy.,0,tiki_sentiment
Giày đẹp và nhẹ nữa.,1,tiki_sentiment
12847478545,0,dduongdev_shopee_raw
Vô cùng hài lòng cảm ơn shop nhiêu.,1,tiki_sentiment
Sẽ còn ủng hộ ☺️.,1,tiki_sentiment
Bung chỉ 1 đoạn nên phải tự may lại.,0,tiki_sentiment
"Giấy dày, cứng cáp.",1,tiki_sentiment
85136117327,0,dduongdev_shopee_raw
"Sp bị lỗi, hơi thất vọng.",0,tiki_sentiment
"Đóng gói sản phẩm rất kém, Shop phục vụ rất kèm, Chất lượng sản phẩm tạm được.",0,tiki_sentiment
Like 5sao.,1,tiki_sentiment
84180405222,0,dduongdev_shopee_raw
32620563430,0,dduongdev_shopee_raw
Form Chật Không đáng tiền.,0,tiki_sentiment
68871607654,1,dduongdev_shopee_raw
Đã nt cho shop đổi size rồi mà vẫn giao size L.Đã thế còn giao sai mẫu nữa.lần đầu mua hàng ở shop thất vọng quá.,0,tiki_sentiment
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền, giao hàng hơi lâu tí, tại bị delay, nhưng thôi k sao.",1,tiki_sentiment
13746606270,1,dduongdev_shopee_raw
Quoai áo màu trắng khôn gió trong ảnh lắm.,0,tiki_sentiment
"Ưu : gói hàng cẩn thật , tặng quà nhỏ ( cũng dễ thương )( Không phải dìm hàng gì đâu , đó là cảm nhận thật ).",1,tiki_sentiment
84546826879,0,dduongdev_shopee_raw
"Đầy đủ loại hạt, giòn, ngon chỉ có điều hạt dẻ hơi vàng sẫm màu ko biết có sao ko nữa.",1,tiki_sentiment
"Thái độ của shop raat tốt, tư vấn đầy đủ cho khách .",1,tiki_sentiment
Ưng lắm cảm ơn shop nhiu nha.,1,tiki_sentiment
tốt mình hài lòng.,1,tiki_sentiment
91315998941,0,dduongdev_shopee_raw
"Vải đẹp dày dặn, giá hạt dẻ.",1,tiki_sentiment
42412576978,0,dduongdev_shopee_raw
Sp giống mô tả.,1,tiki_sentiment
79116075313,1,dduongdev_shopee_raw
88715065983,0,dduongdev_shopee_raw
"Vải ưng lắm ạ, mịn mịn mỏng nhưng mặc ấm lắm.",1,tiki_sentiment
"Mặc lên rất đẹp luôn, Chất lượng sản phẩm tuyệt vời.",1,tiki_sentiment
Hàng oki nhé.,1,tiki_sentiment
Gjao hàng ko đúng mau dat.,0,tiki_sentiment
Mặc chật.,1,tiki_sentiment
71739922923,1,dduongdev_shopee_raw
Dáng váy và chất vải khá đẹp.,1,tiki_sentiment
"tư vấn rất nhiệt tình, hàng đẹp.",1,tiki_sentiment
Áo này màu xinh lắm.,1,tiki_sentiment
Áo mỏng và hơi ngắn.áo mai bị lỗi.,0,tiki_sentiment
Mát và dễ ủi.,1,tiki_sentiment
"Mua 4 cây mà về tới cây nào cũng gãy lá, thấy hết ham.",0,tiki_sentiment
16623861714,1,dduongdev_shopee_raw
Chất lượng kem.,0,tiki_sentiment
31223532095,0,dduongdev_shopee_raw
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn..shop ơi áo đẹp lắm hàng ok.mới đạc thêm 4 cái nữa😊.,1,tiki_sentiment
91317893768,0,dduongdev_shopee_raw
Giá lại ok nữa.,1,tiki_sentiment
12968349996,1,dduongdev_shopee_raw
Đóng gói sản phẩm tồi như của vất đi.,0,tiki_sentiment
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn .quần mặc thích lắm .áo chất đẹp và mát nữa .sẽ ủng hộ shop dài dài.,1,tiki_sentiment
Rất Ok Rất đáng tiền.,1,tiki_sentiment
E nhận đc quần r ạ ❤️ mặc thích cực kì.,1,tiki_sentiment
Nói chung sản phẩm tương xứng giá tiền.,1,tiki_sentiment
91073646339,0,dduongdev_shopee_raw
Ngon bổ rẻ.,1,tiki_sentiment
46222870315,0,dduongdev_shopee_raw
Sẽ ủng hộ shop tiếp tục ạ.,1,tiki_sentiment
Thời gian giao hàng nhanh!,1,tiki_sentiment
Chất dày nhưng ko co dãn mấy mặc hơi cứng.,0,tiki_sentiment
Vải k đk đẹp lắm.,0,tiki_sentiment
"Giao hàng nhanh,sản phẩm đạt chất lượng.",1,tiki_sentiment
Sp phù hợp giá tiền.,1,tiki_sentiment
90548967675,0,dduongdev_shopee_raw
Đầm đẹp chị chủ dễ thương.,1,tiki_sentiment
Đã order thêm mấy chục đôi cho mọi người ttong gia đình 👍🏻👍🏻👍🏻.,1,tiki_sentiment
Quần bầu mặc rất thoải mái.,1,tiki_sentiment
"Ship hơi cao, nên để nhà vận chuyển ghtk để khách tiết kiệm chi phí.",0,tiki_sentiment
Hàng giống ảnh thật shop đưa 70%.,1,tiki_sentiment
"Áo giống hình, mới đầu mở ra mình nghĩ hơi nhỏ nhưng mà mặc vô thì ok, tính ra size của áo này cũng hơi nhỏ thiệt vì mình mua size xxl cũng không quá bự ấy.",1,tiki_sentiment
90463225018,1,dduongdev_shopee_raw
"Cẩn thận khi đặt hàng ví dụ 10 cây sẽ có vài cây bị hư, thối, gãy, shop sẽ hứa là bù cho orders sau và cứ thế sẽ diễn ra tương tự cho nhưng đơn hàng sau.",0,tiki_sentiment
"Vải váy tạm đc, chất nylon nhiều, phù hợp giá tiền.Váy rộng so với bthg nên trừ hao bớt.",1,tiki_sentiment
91404690425,1,dduongdev_shopee_raw
"Đặt set 5 quần khác nhau thì lại gửi 2 cái giống nhau, k có set như thế mà shop cũng k ib lại cho khách để bảo.",0,tiki_sentiment
"Chất lượng sản phẩm rất kém, chất vải , màu sắc ko giống hình.",0,tiki_sentiment
Chủ sh cũng khá nhanh nhạy và thân thiện.,1,tiki_sentiment
Thích lắm.,1,tiki_sentiment
Cảm ơn shop nhiều.😄😄😄.,1,tiki_sentiment
Like 👍👍👍👍.,1,tiki_sentiment
Vậy tại sao giá lại max max rẻ như vậy ạ????,1,tiki_sentiment
15222981046,0,dduongdev_shopee_raw
Ko đáng để mua hàng rất tệ.,0,tiki_sentiment
Mẫu rất đẹp.,1,tiki_sentiment
Với chất lượng vậy thì Rất đáng tiền.,1,tiki_sentiment
"bán hàng gì kì v trời... đồ mấy chục mà như trăm mấy :)).vải đẹp, dày dặn, tư vấn đúng sz . lần sau sẽ mua tiếp.",1,tiki_sentiment
Ko giống trong hình giấy deo quá tệ ko đẹp kém.,0,tiki_sentiment
12497835991,1,dduongdev_shopee_raw
Đẹp hơn mong đợi.,1,tiki_sentiment
Xinh cực ✨✨.,1,tiki_sentiment
Trông cho trời lạnh để diện em nó.,1,tiki_sentiment
84555476314,0,dduongdev_shopee_raw
11519560937,0,dduongdev_shopee_raw
Mình không hài lòng.,0,tiki_sentiment
17620514365,0,dduongdev_shopee_raw
Áo đẹp như hình nhé.,1,tiki_sentiment
Nhưng mình mua 3 cái shop giao có 1 cái.,0,tiki_sentiment
85074263002,1,dduongdev_shopee_raw
Tuy nhiên mình mua 2 cái thì cái size L ở tay áo bị viết số màu xanh lên chỗ tay áo mình giặt ko ra.,0,tiki_sentiment
Rất đáng tiền.Ở ngoài đẹp hơn trên hình luôn 😘😘😘.,1,tiki_sentiment
Yummy yummy.,1,tiki_sentiment
Nsx mới (t9.2018).,1,tiki_sentiment
"Đây là lần đầu tiên mua đồ trên mạng cảm thấy vô cùng hài lòng, giao hàng nhanh, chất lượng aó tốt và chưa kể có cả 1 bức tâm thư do chị chủ shop tự viết.",1,tiki_sentiment
27738479454,0,dduongdev_shopee_raw
Mua dc giá sale nữa thích qtqd.,1,tiki_sentiment
"Áo cực đẹp, ko uổng công đợi 10 ngày!",1,tiki_sentiment
Trên hình là áo trễ vai nhưng giao lai k trể vai đc. rất to.,0,tiki_sentiment
87284790970,1,dduongdev_shopee_raw
Áo form đẹp Chất vải mỏng nhẹ rất thích ạ nhưng sợ bị xù .,1,tiki_sentiment
75894044026,1,dduongdev_shopee_raw
26703267176,1,dduongdev_shopee_raw
"giày đẹp, đúng size, nhưng đeo hơi rộng.",0,tiki_sentiment
81548325772,1,dduongdev_shopee_raw
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn .túi hơi nhỏ với mong muốn.,1,tiki_sentiment
Sản phẩm lỗ.,0,tiki_sentiment
Mỏng tiền nào của đó.,0,tiki_sentiment
Cúc tay bị đóng lệch.,1,tiki_sentiment
Mới sài chưa biết thế nào.,1,tiki_sentiment
Tui be qua.,1,tiki_sentiment
"Chất len ko quá mỏng, len khá mềm.",1,tiki_sentiment
Shop phục vụ khá tốt.....,1,tiki_sentiment
Sp lỗi nhiều mất cúc bấm.,0,tiki_sentiment
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn.,1,tiki_sentiment
15589710183,0,dduongdev_shopee_raw
"áo giống hình. nhưng hơi rộng 1 chút , phải đi sửa Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.",1,tiki_sentiment
12876390919,1,dduongdev_shopee_raw
Chất lượng sản phẩm tuyệt vời Rất đáng tiền!!,1,tiki_sentiment
71012801297,0,dduongdev_shopee_raw
15700480319,0,dduongdev_shopee_raw
43561111768,0,dduongdev_shopee_raw
79214171604,0,dduongdev_shopee_raw
14250448146,0,dduongdev_shopee_raw
chỉ có 2p chai thôi .ko nên mua :.,0,tiki_sentiment
Giầy đẹp ưng lắm ạ lần sau sẽ ủng hộ shop nhiều.,1,tiki_sentiment
Áo này vải mịn nè.,1,tiki_sentiment
33150603241,0,dduongdev_shopee_raw
Hình trong đó màu trắng đen nhưng về lại xanh xanh thế nào ý.,0,tiki_sentiment
17157935726,0,dduongdev_shopee_raw
"Áo đẹp, chất đẹp, tiền cũng đẹp 😊😊.",1,tiki_sentiment
Áo ưng ý sẽ đặt them.,1,tiki_sentiment
"Áo đẹp, chất thun đẹp, đường may cũng đẹp.",1,tiki_sentiment
"Xe nhẹ, cute, phù hợp cho bé còn nhỏ đi vừa vặn, dễ dàng.",1,tiki_sentiment
17199413187,1,dduongdev_shopee_raw
Tận tình chăm sóc khách hàng.,1,tiki_sentiment
Ai không thích vải mỏng không nên mua .,0,tiki_sentiment
Ý không để shop chờ lâu việc nhân tiền!,0,tiki_sentiment
59197494632,1,dduongdev_shopee_raw
Mùi cà phê thơm thích lắm ^^ Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền.,1,tiki_sentiment
"Đóng gói sản phẩm rất đẹp và chắc chắn, chất hơi cứng.",1,tiki_sentiment
91079070934,0,dduongdev_shopee_raw
"Mỗi tội đặt M giao L , cũng hên mặc vẫn vừa nên vẫn 5 sao nghen.",1,tiki_sentiment
Quá ổn so với giá tiền.,1,tiki_sentiment
14999833115,1,dduongdev_shopee_raw
Lắp phát sẵn dùng.,1,tiki_sentiment
13610627726,0,dduongdev_shopee_raw
"Áo đẹp, form đẹp, đóng gói cẩn thận nữa :D Mình ưng cực kì ấy.",1,tiki_sentiment
82544211539,0,dduongdev_shopee_raw
16059678964,1,dduongdev_shopee_raw
16312952240,1,dduongdev_shopee_raw
Áo đẹp lắm luônnnnn.,1,tiki_sentiment
rất hài lòng...shop phục vụ rất nhiệt tình và chu đáo...,1,tiki_sentiment
"Ban đầu mình nghĩ là ren mỏng, nhưng nhận đc thì thấy ren đẹp hơn mình tưởng tượng.",1,tiki_sentiment
66731940363,0,dduongdev_shopee_raw
Shop giao sai mẫu..ib shop còn không tl.làm ăn gì kì vậy.,0,tiki_sentiment
11076963235,0,dduongdev_shopee_raw
Rất ưng hiii.,1,tiki_sentiment
15967244196,1,dduongdev_shopee_raw
Sẽ ủng hộ shop 😊😊,1,tiki_sentiment
Chất mịn kiểu dáng đẹp lắm ạ.,1,tiki_sentiment
Kiểu dáng đẹp trẻ trung.,1,tiki_sentiment
Hang Chinh Hang DiGi.,1,tiki_sentiment
Mua của xunie nhiều rồi chưa bao giờ thất vọng.,1,tiki_sentiment
Quá đẹppppp.,1,tiki_sentiment
12800677453,1,dduongdev_shopee_raw
"áo đẹp lắm, rất thích luôn ý.",1,tiki_sentiment
16339479659,0,dduongdev_shopee_raw
"Hàng đẹp, chủ shop nhiệt tình ❤️.",1,tiki_sentiment
Rat kem.,0,tiki_sentiment
"Dù mình là người rất khó tính tuy nhiên shop phục vụ rất tốt, rất chu đáo và uy tín cao.",1,tiki_sentiment
Chất lượng sản phẩm tuyệt vời...mặc rất dừa&đẹp...sẽ ủng hộ shop dài dài Thời gian giao hàng rất nhanh.,1,tiki_sentiment
12022864265,0,dduongdev_shopee_raw
Giày dễ thương quá ạ😘.,1,tiki_sentiment
Quá ưng luôn trời ạ.,1,tiki_sentiment
Thời gian giao hàng rất nhanh😛❤.,1,tiki_sentiment
90315707103,1,dduongdev_shopee_raw
"Áo chỉ cần 2 từ để diễn tả đó là 2 từ ""tuyệt vời"".",1,tiki_sentiment
Màu không được đậm như trong hình🙂.,0,tiki_sentiment
Cảm ơn shop và shipper ghtk nhiều.,1,tiki_sentiment
Hàng ko giống hình.,0,tiki_sentiment
45107719798,0,dduongdev_shopee_raw
Hàng y hình nhug ship hơi cao shop nhé.,0,tiki_sentiment
Shop giao thành quần warm :((.,0,tiki_sentiment
"Form hơi rộng, nhưng chất lượng áo tốt, thank shop.",1,tiki_sentiment
Giao trùng màu không được nhiều màu như hình chụp.,0,tiki_sentiment
80786825823,0,dduongdev_shopee_raw
79208152735,0,dduongdev_shopee_raw
"Đường may kém, dễ sút chỉ.",0,tiki_sentiment
85262752777,1,dduongdev_shopee_raw
Quần ko đáng tiền.,0,tiki_sentiment
Rộng k cho đổi.,0,tiki_sentiment
79465721848,1,dduongdev_shopee_raw
20492251096,1,dduongdev_shopee_raw
"Thắt lưng mặt xoay nam cao cấp thời trang, dây lưng da khóa tự động X003, Dây nịt Akedo",1,khngxuninh_shopee_tiki
"Chất lượng sản phẩm tuyệt vời, áo chất cực đẹp , nếu lần sau còn mua sẽ ủng hộ tiếp tục ủng hộ shop.",1,tiki_sentiment
Tai dài hơn hình trông hơi kì.,0,tiki_sentiment
15944598304,1,dduongdev_shopee_raw
Áo đẹp lắm shop ui.,1,tiki_sentiment
Áo đẹp ạ 💗💗 Chất lượng sản phẩm tuyệt vời.,1,tiki_sentiment
15258554340,0,dduongdev_shopee_raw
12836840308,0,dduongdev_shopee_raw
Quan dep chat luong dang tien Chất lượng sản phẩm tuyệt vời Rất đáng tiền.,1,tiki_sentiment
24071464037,0,dduongdev_shopee_raw
Hàng đẹp rất hài lòng sẽ ủng hộ shop lâu dài dong gói k được đẹp nhưng k sao chất lượng là OK.,1,tiki_sentiment
Vải đẹp xuất sắc.,1,tiki_sentiment
Đầm khá ok nhưng dây buộc bị ngắn quá.,1,tiki_sentiment
Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn.,1,tiki_sentiment
"Lần đầu mua quần áo trên shopee cũng may mua đúng shop bán đồ đẹp, giá rẻ, shop cực dễ thương.",1,tiki_sentiment
Ko biết các khách khác nói tuyệt vời là tuyệt chỗ nào nữa .,0,tiki_sentiment
Tặng shop 5 sao +.,1,tiki_sentiment
82767546519,0,dduongdev_shopee_raw
72792900293,0,dduongdev_shopee_raw
Vải ok ma quá rộg lun.,1,tiki_sentiment
82234674598,1,dduongdev_shopee_raw
cũng dễ sử dụng.,1,tiki_sentiment
Đóng hàng cẩn thận.,1,tiki_sentiment
Siêu ẹp luôn ạ...,1,tiki_sentiment
"Thời gian giao hàng rất nhanh,áo đẹp,ấm,phù hợp vs giá tiền.",1,tiki_sentiment
"Chất lượng sản phẩm tuyệt vời shop có phản hồi, giao hàng nhanh.",1,tiki_sentiment
",Giá tốt, check được hidden tag nhưng mình không chụp đc màn hình vì ứng dụng không cho phép.",1,tiki_sentiment
43365023106,0,dduongdev_shopee_raw
81850225715,0,dduongdev_shopee_raw
"Shop rất bất lịch sự, rõ ràng ghi free size mà bảo sao ko chịu đặt size, hàng bẩn lỗi do shop mà ko thèm nhận, rõ ràng thấy online nhưng ko trả lời, còn đổ thừa do người mua khó chịu.",0,tiki_sentiment
Màu sắc sản phẩm ko như trong sản phẩm.,0,tiki_sentiment
Hỏi chân bt đi 381/2 shop tư vấn đi 39 nhận được giày đầu tiên có hơi thất vọng về chất lượng.Và Đi quá rộng k khác gì bơi trong giày k tới đích.,0,tiki_sentiment
Pit trước đã ko order đơn hàng này.,0,tiki_sentiment
12977027811,0,dduongdev_shopee_raw
Hàng bao đệp ưng nhất từ trước đến h mua ol shop nhiệt tình.,1,tiki_sentiment
Nhưng ksao nói chung chất lượng tốt.,0,tiki_sentiment
Bt k đejp.,0,tiki_sentiment
86309204175,1,dduongdev_shopee_raw
Bảo mỗi cái 1 màu lại gủi 2 cái cùng màu.,0,tiki_sentiment
"Chất lượng sản phẩm tuyệt vời, mn nên mua.",1,tiki_sentiment
68538445853,0,dduongdev_shopee_raw
"Giao hàng nhanh, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.",1,tiki_sentiment
"Date mới, không có vấn đề gì.Thanks shop!",1,tiki_sentiment
Giao k đúng màu.,0,tiki_sentiment
Một vài hình ko giống Album.,0,tiki_sentiment
56526613826,1,dduongdev_shopee_raw
"Hàng đẹp , vải đẹp .",1,tiki_sentiment
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Áo chất rất đẹp mng nên mua nha.,1,tiki_sentiment
"Chất ok,qua hop ly vs gia tien,se ug ho shop dai dai;).",1,tiki_sentiment
Rất là ưng Chất lượng sản phẩm tuyệt vời.,1,tiki_sentiment
Shop có tâm lắm nha sp còn rất đẹp ❤️ em còn ủng hộ nhiều ạ.,1,tiki_sentiment
"Áo đẹp lắm,.",1,tiki_sentiment
Mình thích mẫu áo này.,1,tiki_sentiment
#mọi thứ đều rất ok.,1,tiki_sentiment
Shop làm em tốn tìn mua áo mới rồi .,0,tiki_sentiment
sản phẩm sạc lâu nóng mà chưa hư.,0,tiki_sentiment
Màu k giống ảnh gửi.,0,tiki_sentiment
Mua 2 cái sz 36 ma giao vay ne.,0,tiki_sentiment
47594019554,0,dduongdev_shopee_raw
Vo vẩn.,0,tiki_sentiment
Chưa thử nhưng thấy chất vải khá ok.,1,tiki_sentiment
Thời gian giao hàng rất nhanh Rất đáng tiền Rất đáng tiền Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời.,1,tiki_sentiment
"Vải đẹp, dày dặn.",1,tiki_sentiment
Áo đôi cái áo nam cũng bằng nữ mặc dài rộng như váy.,0,tiki_sentiment
81699985707,0,dduongdev_shopee_raw
"chất áo đẹp, hợp với mùa thu!",1,tiki_sentiment
Màu kem bị dính màu.Chưa giặt mà đã ra màu cỡ đó rồi.,0,tiki_sentiment
Sản phẩm bị lỗi nhưng shop không có trách nhiệm đổi !,0,tiki_sentiment
Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém Shop phục vụ rất kém Rất không đáng tiền.,0,tiki_sentiment
90805861482,0,dduongdev_shopee_raw
Hàng thì ok.,1,tiki_sentiment
91071529116,1,dduongdev_shopee_raw
"chất vải đẹp, hàng giống y hình, giá rẻ.",1,tiki_sentiment
Nhưng rộng wa!,0,tiki_sentiment
Cảm ơn shop.^^.,1,tiki_sentiment
77621160808,0,dduongdev_shopee_raw
84479812806,0,dduongdev_shopee_raw
"Chất liệu tốt, đáng tin dùng.",1,tiki_sentiment
"Áo đẹp lắm,ủng hộ shop dài dài.",1,tiki_sentiment
Kcn này xài ok lắm.,1,tiki_sentiment
Áo đẹp Thời gian giao hàng rất nhanh.,1,tiki_sentiment
79188838106,0,dduongdev_shopee_raw
"Chất lượng sản phẩm tuyệt vời so voi gia tien,.",1,tiki_sentiment
"Đường may xấu, chỉ tua rua.",0,tiki_sentiment
"Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đángtiền,hài lòng với sản phẩm này.",1,tiki_sentiment
"Chất lượng sản phẩm được,hơi đắt nhưng sản phẩm dùng okie.",1,tiki_sentiment
Còn được tặng một tập sổ nhỏ nữa.,1,tiki_sentiment
82074788421,0,dduongdev_shopee_raw
Chất thô ráp mặc ngứa còn xù lông.,0,tiki_sentiment
87552386460,1,dduongdev_shopee_raw
"Sản phảm tốt, đúng như hình thx shop.",1,tiki_sentiment
11415756416,1,dduongdev_shopee_raw
"Sản phẩm đẹp, như hình form hơi rộng xíu.",1,tiki_sentiment
Áo đẹp quá shop ơi 😍.,1,tiki_sentiment
"Nhìn ba cái áo lỡ mua k đổi được, chật k mặc đuợc mà lòng buồn mênh mang.",0,tiki_sentiment
"Chất đẹp mỗi tội may hơi tiết kiệm vải, ngắn quá Trời.",0,tiki_sentiment
15792719216,1,dduongdev_shopee_raw
Vải thun dễ bị dãn.,0,tiki_sentiment
13218037439,1,dduongdev_shopee_raw
Mình rất hài lòng về sản phẩm của shop.,1,tiki_sentiment
"Vải dày dặn mà vẫn mềm, co dãn mạnh nên mặc khá thoải mái.",1,tiki_sentiment
46589693597,0,dduongdev_shopee_raw
"5 Sao khích lệ, nên may cẩn thận hơn.",1,tiki_sentiment
Sẽ ủng hộ shop nhìu hơn.,1,tiki_sentiment
Rất ưng ý vs sản phẩm cho shop 5sao.,1,tiki_sentiment
Quần đẹp nè.,1,tiki_sentiment
không giống ảnh.,0,tiki_sentiment
"Áo thun chất vải mỏng mát, ko mỏng lắm đâu nha, ok lắm!!",1,tiki_sentiment
90803465650,0,dduongdev_shopee_raw
10631883120,1,dduongdev_shopee_raw
Chất vải dày dặn.,1,tiki_sentiment
Thoi gian giao hang rat cham .,0,tiki_sentiment
"Hàng i hình luôn, đẹp cực kì, shop giao hàng nhanh nữa 😗😗😗hihi áo đẹp quá e phải sửa lại fb nè, áo đẹp quá shop.",1,tiki_sentiment
Áo có nâng ngực.,1,tiki_sentiment
Shop phục vụ rất tốt tuyệt vời.,1,tiki_sentiment
ƯNG MUỐN XỈU 😆😘❤.,1,tiki_sentiment
Thất vọng.,0,tiki_sentiment
"gói hàng cẩn thận, bên shop giao hàng cho bên vận chuyển nhanh chóng tuy nhiên bên vận chuyển giao lại cho khách thì khá lâu, đã check hàng chuẩn auth nhé mn, mới nhận hàng chưa dùng nên k thể đánh giá 9 xác chất lượng được tuy nhiên thì có mùi thơm mình rất thích nhẹ dịu k cần phải dùng mước hoa.",1,tiki_sentiment
"Chất lượng sản phẩm tuyệt vời, shop tư vấn nhiệt tình.",1,tiki_sentiment
"K full man hinh, vien KCL k vat nhu mo ta, vuot rat can tay. kinh nho, che mat 1 phan man hinh. cho 1 sao vi mo ta sp k trung thuc.",0,tiki_sentiment
"Đã mua lần 2 ở đây, ny bảo mặc dáng này đẹp hơn dáng đồ ngủ bt nên mua tiếp.",1,tiki_sentiment
16336614149,0,dduongdev_shopee_raw
17730819492,1,dduongdev_shopee_raw
64100622833,0,dduongdev_shopee_raw
60251749719,0,dduongdev_shopee_raw
"Vải đẹp, đường may cẩn thận.",1,tiki_sentiment
Đág nhẽ cho 5* vì chất lượng nhưng shop gửi sai hàng mà ib k tl.,1,tiki_sentiment
Nhỏ xinh tiện lợi mang trong túi.,1,tiki_sentiment
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Rất đáng tiền Rất đáng tiền.,1,tiki_sentiment
69645411618,1,dduongdev_shopee_raw
Dáng áo đẹp lắm ạ.,1,tiki_sentiment
"Quần đẹp.dày,mịn.chim ưng mà k mặc vừa.sz này hơi chật.hix.",1,tiki_sentiment
12998967457,0,dduongdev_shopee_raw
Áo cũng OK.,1,tiki_sentiment
thich lắm luon áo đẹp👍.,1,tiki_sentiment
17217129589,1,dduongdev_shopee_raw
84544608282,1,dduongdev_shopee_raw
Hợp ý mình.,1,tiki_sentiment
"Shop phục vụ rất tốt ,vải đẹp kiểu dễ thương nhưng mình mặc hơi rộng xíu.",1,tiki_sentiment
Nhắn tin thì không trả lời.,0,tiki_sentiment
"áo chất rất ok,.",1,tiki_sentiment
76393006115,1,dduongdev_shopee_raw
76692739913,1,dduongdev_shopee_raw
Mẫu mã nhyw hình.,1,tiki_sentiment
Thời gian giao hàng rất nhanh Tinh dầu thơm lắm.,1,tiki_sentiment
"Giao hàng thì từ t7 tuần trước đến t6 tuần này mới nhận, quy định đổi trả 3 ngày mà còn mỗi sáng t7 chờ shop gửi địa chỉ cụ thể để ra bưu điện gửi trả mà shop phản hồi cực chậm lại ko đưa địa chỉ cụ thể.",0,tiki_sentiment
"Đẹp, chất mềm mại mặc rất thích, chủ shop nhiệt tình Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.",1,tiki_sentiment
"Tất dày dặn, hình sắc nét.",1,tiki_sentiment
Nghĩ mặc ko vừa ai ngờ đẹp lắm luôn.,1,tiki_sentiment
