prod,com,rat
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,Sản phẩm đúng miêu tả sạc đúng 20w dùng cho iphone ipad đều ok mát và không quá nhiệt ai muốn mua thì nên tham khảo cục 35w vẫn ok né,4.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Chất lượng sản phẩm:bthg
Đúng với mô tả:đúng
Mình chưa hài lòng lắm về dây sạc ạ chất lượng của dây đi theo combo không bằng mua lẻ ấy mn, mn có thể tham khảo mua lẻ cũng đc nè canh sale giá cũng same same ạ, dây lẻ lõi màu cam và bọc dù ạ. Nhưng vẫn rất cảm ơn shop ạ, săn sale được giá tốt lắm nè.",4.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Chất lượng sản phẩm:ok
Đúng với mô tả:Ðúng mô ta
Chua biet chat luong nen chua danh gia duoc. Xin cam on",4.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Chất lượng sản phẩm:oki
Đúng với mô tả:oki
sản phẩm đúng mô tả giao hàng nhanh dùng được cho các dòng iphone",4.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Chất lượng sản phẩm:okk
Đúng với mô tả:đúng
Giao hàng nhanh, đóng gói kĩ, sp okk, lần trước mua mới 6tháng đã hư cáp sạc, lần này mua lại ko bt có hư nữa ko",4.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Đúng với mô tả:good
Chất lượng sản phẩm:good
Hôm mua tận 200k/bộ, giờ còn 170k hơi hố. Giao hàng nhanh, nhỏ gọn, tiện, xài được. Nên ủng hộ nhé.",4.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Đúng với mô tả:Đúng
Chất lượng sản phẩm:ok
Giao hàng nhanh, bọc cẩn thận, chất lượng thì chưa chắc chắn, có bảo hành thì cx rất ok nha",4.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Đúng với mô tả:đúng
Chất lượng sản phẩm:ổn nha
Sạc ko nóng máy cũng khá nhanh! Với giá này thì quá ok rồi!",4.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Đúng với mô tả:oki
Chất lượng sản phẩm:oki
Hàng cũng khá ổn,giao hàng nhanh",4.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Chất lượng sản phẩm:ok
Đúng với mô tả:đúng
Thời gian nhận hàng rất lâu mất 1 tuần . Khi sạc pin củ sạc bị nóng máy mình ip từ 20% sạc lên 95% mất khoảng 1h15p",4.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Đúng với mô tả:đúng
Chất lượng sản phẩm:ok
Sạc khá nhanh tầm khoảng 2 là đầy shop nhiệt tình nhưng ship thì không nhiệt tình lắm nha",4.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Chất lượng sản phẩm:chuwa dung thu
Đúng với mô tả:50%
Giao hàng tương đối, nhưng giao nhầm màu, không thấy shop nhắn tin báo trước , hỏi ra mới kêu hết màu đen , sạc cắm thử lên điện, cần dùng về lâu về dài mới đnahs giá dc",4.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Chất lượng sản phẩm:ổn
Đúng với mô tả:đúng
Sản phẩm oke, đúng với ảnh minh hoạ, chưa biết sài như nào, phải đợi 1 thời gian rồi đánh giá lại",4.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Giao hàng lâu, sản phẩm nhìn ổn nhỏ gọn, chưa biết có bền ko, được tặng kèm sticker",4.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Giao nhanh , sạc cũng khá nhanh , hy vọng bền , hình ảnh và video mang mang tính chất nhận xu",4.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Màu thì siêu xinh, nhưng sạc điện thoại thì củ nóng dã man huhu",3.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Đồ sạc ok nhưng mình thắc mắc vì sao mua cùng 1 link mà 3 lần mua đều ra 3 loại dây sạc khác nhau, 1 cái màu đen như dây dù, 1 cái màu xanh biển như cao su, 1 cái màu đen như dây nhựa?!",3.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Sạc nhanh nhưng nóng máy kinh khủng, sạc xong mà cầm máy bỏng tay, phải 5-7 phút mới đỡ nóng",3.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Chất lượng sản phẩm:sạc nhanh
mình dùng 1 2 ngày thì có dấu hiệu sắp hư ạ",3.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"sạc nhanh nhưng cũng rất nhanh nóng máy, máy mình sạc tầm 2p là nóng ran rồi ko biết ổn ko, mình dùng sạc nhanh khác ko bị nóng như v. hình ảnh, video ko liên quan",3.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Chất lượng sản phẩm:sp tot
Shiper hay làm tròn số không báo trước",3.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Giao hàng quá lâu phải đợi hơn 1 tuần
Khi giao đến thì vỏ hộp móp méo 
Khi sạc vào máy bị nóng củ sạc bị ấm 
Khi sạc đến 80% sạc chậm lại thì máy mới bớt nóng
Nhưng sạc cũng nhanh",3.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Mất dây nên mua dây của shop, sạc nhanh, nhưng mình bị 1 lần dây và cục sạc hư rất nhanh, tầm 6 tháng, phải mua lại dây mới",3.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,K có tự động ngắt khi đầy trừ 1s,3.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Shop ơi, e nhận được là hôm 11 tháng 10, mà đến hôm nay là dùng được 4 ngày, sạc nó cứ không vào máy shop ạ, cứ chập chờn lúc được lúc không shop ạ huhu. Shop giải quyết về vấn đề này cho em với ạ, máy em là IP XS Max ạ.Em nhắn tin cho shop ko thấy shop phản hồi",3.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Món hàng mình trong quá trình trả hàng thì bị thất lạc, chả hiểu shopee và cả đơn vị vận chuyển làm việc như thế nào. Mặc dù shop có hỗ trợ cho mình trả hàng nhưng hiện tại mình mất cả tiền + sản phẩm luôn.",2.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,Ship giao hàng không đúng địa chỉ nên tôi không nhận được hàng đã thanh toán tiền,2.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,Sạc lâu . Vừa bấm vừa sạc là đứng im tại chổ luôn nha shop :))),2.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,Mình đặt nhầm muốn đổi nhưng shop ko đồng ý. Mong các bạn nên cải thiện chính sách đổi trả cho khách. Chứ giờ mua nhầm ko đổi dc coi như bỏ đi phải đặt lại cái khác.,2.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Chất lượng sản phẩm:sạc pin
Mua 1 bộ cáp lẫn củ sạc, ghép chung với nhau thì không sạc được, tách ra ghép với ổ cũ thì dùng đc, thật khó hiểu",2.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,Sạc máy nóng kinh khủng để trước quạt không ăn thua . Tưởng do máy nhưng không mình thử sạc khác thì máy không nóng như thế,2.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,Giao nhầm màu,2.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,Sạc nóng cả máy cả cục sạc,2.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Sạc kém , chậm, chậm hơn cả sạc bình thường ^^",2.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,Đặt mùa trắng mà thành màu Hồng,2.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Sản phẩm đóng gói tệ 
Tôi thích hãng base us và sản phẩm của hãng, tôi đã từng mua 2 cáp sạc của hãng trước đó
Nhưng lần nhận hàng này tôi thấy rất thất vọng, vì phần vỏ hộp được đóng gói cực kỳ tệ, cũ rách và có dấu hiệu đã từng xài bởi người khác
Tôi phản ánh với cskh Sara và nhận được câu trả lời hết sức thất vọng “bạn có thể hoàn trả nếu không muốn” tôi ko nghĩ đây là cách 1 nv cskh nên nói với cách hàng nếu như vậy thì cần gì nv cskh ? 
Tôi nghĩ baseus nên xem lại sản phẩm gần đây của mình và cả nhân viên",2.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,Dây sạc chất liệu dổm vãi mình mua mấy dây sạc baseus lẻ cực kì ok mà dây sạc trong combo chất liệu như các dây sạc của androi đời củ dổm vãi luôn,2.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"K hỗ trợ đổi trả hàng
Dịch vụ tệ 
Sản phẩm bth 
K muốn trải nghiệm lại",2.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Mình mua nguyên combo hồi tháng 12, ít xài và chì để nguyên 1 chỗ góc làm việc mình
Nhưng chả hiểu sao đến tận sau hôm nay thì sạc không lên, sạc thì dây cáp lên nguồn rất ít điện. Còn cục sạc thì vẫn oke
Với mình thấy thất vọng vì dây cáp xài không được, không tính lâu dài. Mình từng xài bộ sạc combo trước đó của hãng rất oke, tin tưởng nhưng nào ngờ",2.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Đúng với mô tả:không, hàng cũ bên trái hàng mới bên phải
Chất lượng sản phẩm:không
tôi quay lại đây sau 3 tuần dùng sạc của hãng, máy tôi từ 100% nhảy xuống 97% tuổi thọ pin. thói quen dùng sạc là cứ trên 90% tôi mới rút và lần cắm sạc/ngày không nhiều vậy nguyên nhân từ đâu ra ngoài cái sạc nữa…
lần trước tôi mua ở đây nma chất liệu dây là kiểu cao su dài, dày, nhưng đợt này về lại là dây mỏng, trông rất đểu tưởng hãng đổi bao bì nhưng hậu quả tới cái máy của tôi thì chắc không rồi
xin phép không dùng lại hãng này bao giờ nữa, mọi người cân nhắc nhé, tôi dùng ip13",1.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Đúng với mô tả:giao sai màu k hỏi khách hàng tự ý đổi và giao luôn kì vải ,sạc thì k lên pin thua shop luôn ạ đómg goid thì đẹp
Chất lượng sản phẩm:tệ vải sạc k vô pin
kh mua lại lần 2",1.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,Sản phẩm mới dùng sạc được 1 lần đã bị hỏng quá thất vọng. Dây sạc bị cháy ngay đầu lightning không sạc được. Yêu cầu đổi dây sạc khác,1.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,Khui hàng thấy mặt sau hộp kiểu bị xé tem như này là thấy ko hài lòng rồi,1.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Nhắn k rep k trl dịch vụ chán 
Còn thì tào lao giao xàm k đúng nhà k bt sản phẩm ra sao",1.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Chất lượng sản phẩm:kém chất lượng
Sản phẩm kém chất lượng,đắt so với giá tiền. Mua về dùng được 2 hôm củ sạc đã hỏng. Kể cả trong lúc sản phẩm có hoạt động, sạc chả thấy nhanh tí nào. Được cái nhìn thì đẹp, có vẻ xịn. Dây sạc vẫn hoạt động nhưng củ sạc mới dc 2 ngày đã hỏng. Mất toi hơn trăm nghìn :D",1.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Mua mà lỗi là khỏi có chăm sóc khách hàng gì luôn nha, chạy tn auto tới chek 🤗",1.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Mua về củ lỗi k sạc đc mà hỏi hỗ trợ bảo hành đổi hành thì bot nó nhắn không, má nó tức",1.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Chất lượng sản phẩm:kem
Đúng với mô tả:không đúng mô tả
Bộ củ cáp sạc nhưng khi giao chỉ giao củ sạc. Lừa đảo người tiêu dùng, đánh tráo khái niệm
Nhãn hàng lớn, nhưng làm chiêu trò trong tiêu đề hàng hoá",1.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"đặt màu xanh nhưng giao màu trắng cho mình, tự ý đổi màu nhưng không hỏi trước. 
Cập nhật: sau khi dùng khoảng 1 tháng thì bị hư củ sạc, mình sạc không vô nữa",1.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"dây sạc cũng nhanh màu xinh, nhưng sạc rất nóng máy, k như qc",1.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Đúng với mô tả:kh
Chất lượng sản phẩm:kh sạc được
Mk sạc k vào pin",1.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,Chất lượng sản phẩm:màu thì sai.sạc thì 17p mới được 4%,1.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Sạc ip hơn 2t mới đầy
Có gì ăn đi hỏng chứ ko b ạ a a hỏi 🙋‍♀️ cho con đi Hồng ân thiên Hồng anh ăn cơm chưa",1.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,Tệ thật sạc nhanh quá làm tao chơi nhiều bị mẹ thu dt,1.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Dây sạc gì sạc bị tuột pin, sạc cũng k gọi là nhanh, đề nghị ktra xem lại sản phẩm",1.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Chất lượng sản phẩm:rất tốt
Đúng với mô tả:đúng, màu đen
Dây xạc xài rất êm, xạc cung. Rất nhanh, ổn định, màu đen nhám đẹp, có luôn cả buộc dây cáp giữ cho dây gọn gàng, sẽ mua tiếp khi cần",5.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Dây dài, sạc oki.
Sản phẩm rất chất lượng, đáng giá với giá tiền.
Giao hàng nhanh chóng và đóng gói sản phẩm cẩn thận.
Chất lượng sản phẩm vượt xa mong đợi của tôi, rất hài lòng.
Sản phẩm đáng mua, đáng bỏ tiền.
Hình ảnh và mô tả sản phẩm chính xác, hài lòng hơn mong đợi.
Dịch vụ khách hàng rất tốt, shop hỗ trợ nhiệt tình, sẽ ủng hộ lần sau.",5.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"giao hàng khá nhanh
shop đóng gói cẩn thận lắm ạ, đc tặng kèm cả sticker
sạc màu pastel xinh cực ý, mình đã sạc test thử lên pin rất nhanh
rcm mng nên mua nhaa",5.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Đúng với mô tả:đẹp
Chất lượng sản phẩm:tốt
Sạc rất nhanh, chỉ cần 1 tiếng là đầy pin
Màu rất đẹp.
Độ dài của dây phù hợp như cầu sử dụng",5.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Đúng với mô tả:đúm
Chất lượng sản phẩm:tốt
nhỏ nhắn xinh sắn cute sạc nhanh nhỏ gọn dễ cầm dễ mang ko nóng máy :))))",5.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Chất lượng sản phẩm:ok
Đúng với mô tả:đúng
Dây sạc màu tím xinh yêu 
Sạc ok - được trog tầm giá 
Mn nên mua nhé 😀😀😀",5.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Chất lượng sản phẩm:tot
Đúng với mô tả:tot
giao hàng nhanh ship thán thiên shop nhiêt tình sạc dùng ổn chất lượng lắm ạ mình mua 2 lần dùng tốt lắm ạ sạc nhanh vào máy bền nên mua nhé mọi người giao hàng nhanh giao đủ màu đủ số lượng a lần tới sẽ ủng hộ shop ạ",5.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Chất lượng sản phẩm:Tốt
Đúng với mô tả:Chuẩn, sạc nhanh, ko bị nóng máy
Sản phẩm phù hợp với giá tiền 
Video + hình ảnh mang tính chất nhận xu vì đã mua 3c rồi. Lần này lại mua hộ nên ko bóc hàng đc
Sạc nhanh, ko bị nóng cả máy lẫn bộ củ cáp sạc như mấy cái sạc giá rẻ khác
Mình mua tới cái thứ 4 thì các bạn đoán đc chất lượng rồi chứ hả 😤",5.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Cái gid màu tím của baseus mình cũng hốt hết rồi đó :)) Giao hàng nhanh, đóng gói kĩ, giá hời. Màu tím xinh iu, cầm nhẹ tay, dây sạc gọn gàng chắc chắn, sạc vào pin nhanh. Mãi iu baseus 🫶",5.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Chất lượng sản phẩm:ok
Đúng với mô tả:đúng
Sản phẩm ok
Sạc nhanh
Đã mua lại lần 2
Độ bền cần sử dụng lâu mới biết",5.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Chất lượng sản phẩm:toots
đây là lần thứ hai mình mua của hãng, thật sự chất lượng sạc rất tốt, từ ngày mình sử dụng dung lượng pin rất lâu tụt",5.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Chất lượng sản phẩm:tốt
Đúng với mô tả:9xac
Sp mới nhận được 
Đóng gói sản phẩm chắc chắn 
Sạc ngon hơn củ ip
Ae nên sử dụng 
Thanks shop 😍",5.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Chất lượng sản phẩm:on
Đúng với mô tả:dung
Điện thoại ip XS Max, sạc ổn, đúng màu, thời gian sạc không rõ vì chưa sạc, giá rẻ, màu đẹp, dây cắm vừa, ổn nên sẽ ủng hộ thêm",5.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,Do đặt nhầm nên pải huỷ đơn rồi đặt lại. Hnay hàng đã về. Kp ns nhiều vì tui mua nhiều của shop rồi. Sạc rất bền. Dùng cũng ổn định. An toàn! Mua cho cả nhà dùng sạc bên shop. Sẽ ủng hộ tiếp khi có nhu cầu. Giá cũng hợp lý. 174k cho cả củ cả dây sạc 2m! Có hình dán rất đẹp. Dán luôn vào củ sạc cho cute :)),5.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Đúng với mô tả:đúng
Sản phẩn rất chắc chắn, rất xịn, đóng gói cẩn thận, ship hàng nhanh, săn được sale rẻ hơn chút, đáng đồng tiền. Hi vọng dùng bền theo thời gian
Cho shop 5 sao, lsau ủng hộ tiếp",5.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,Sản phẩm tốt chất lượng cao. Đóng gói bao bì cẩn thận rõ ràng chắc chắn. Giao hàng nhanh chóng và thành công. Shiper thân thiện vui vẻ nhiệt tình.,5.0
Baseus Củ Sạc Bộ Cáp Nhanh PD 20W GaN 5 Sạc điện cho Không Nóng Máy An Toàn Ổn Định,"Đúng với mô tả:toots
đây là lần thứ hai mình mua của hãng, thật sự chất lượng sạc rất tốt, từ ngày mình sử dụng dung lượng pin rất lâu tụt",5.0
Mũ bảo hiểm nửa đầu lỗ thông gió chính hãng NÓN SƠN TRẮNG-TG-TR-002,"Đặt size M3, gửi size 07 mà không mở mồm nói được câu",1.0
Mũ bảo hiểm nửa đầu lỗ thông gió chính hãng NÓN SƠN TRẮNG-TG-TR-002,"giao nón trầy xước, k hỗ trợ khách hàng",1.0
Mũ bảo hiểm nửa đầu lỗ thông gió chính hãng NÓN SƠN TRẮNG-TG-TR-002,Nón lỗi,1.0
Mũ bảo hiểm nửa đầu lỗ thông gió chính hãng NÓN SƠN TRẮNG-TG-TR-002,Shop gửi mũ gắn quai kh được nhắn tin thì không trả lời,1.0
Mũ bảo hiểm nửa đầu lỗ thông gió chính hãng NÓN SƠN TRẮNG-TG-TR-002,Quai mũ gãy. Mình nhắn tin không tháy phản hồi. Cũng 2 ngày rồi. Nói chung thái độ quá tệ và không có lần sau,1.0
Mũ bảo hiểm nửa đầu lỗ thông gió chính hãng NÓN SƠN TRẮNG-TG-TR-002,"Đặt hỏa tốc lúc 08h30 sáng 14.02
Mãi đơn hàng không giao nên mình nhắn shop (11h38)  mình đặt hỏa tốc lưu ý ship thì nv trl ""Chờ đơn vị vận chuyến đến lấy hàng"" 
Là ai đang thái độ với ai vậy trời :)) 1 sao nhé",1.0
Mũ bảo hiểm nửa đầu lỗ thông gió chính hãng NÓN SƠN TRẮNG-TG-TR-002,kêu trả hàng ko rep,1.0
Mũ bảo hiểm nửa đầu lỗ thông gió chính hãng NÓN SƠN TRẮNG-TG-TR-002,Tệ,1.0
Mũ bảo hiểm nửa đầu lỗ thông gió chính hãng NÓN SƠN TRẮNG-TG-TR-002,Tệ,1.0
Mũ bảo hiểm nửa đầu lỗ thông gió chính hãng NÓN SƠN TRẮNG-TG-TR-002,Nón fake nha ae,1.0
Mũ bảo hiểm nửa đầu lỗ thông gió chính hãng NÓN SƠN TRẮNG-TG-TR-002,"nón đẹp ổn , săn sale nên đc giá rẻ , đội size lớn vừa đầu, nhưng miếng che trước nón hơi nhỏ 
giao hàng dự kiến17/5 nhưng 18/5 mới giao",4.0
Mũ bảo hiểm nửa đầu lỗ thông gió chính hãng NÓN SƠN TRẮNG-TG-TR-002,"Đúng với mô tả:đúng mô tả
Chất lượng sản phẩm:chất lượng
hàng chính hãng, săn sale đc giá rẻ, điểm trừ vì đóng gói kỹ nhưng shiper giao hộp mốp méo nhưng cũng ko ảnh hưởng đến bên troq nên cũng ko sao",4.0
Mũ bảo hiểm nửa đầu lỗ thông gió chính hãng NÓN SƠN TRẮNG-TG-TR-002,"Chất lượng sản phẩm:chất lượng nón tốt, nhưng đóng gói ko được tốt lắm ko có lót chống sốc, nón còn trầy nhẹ ở phía trên
Mong shop sẽ cải thiện phần đóng gói hơn, nón vẫn to hơn đầu dù mình đã đo đúng size",4.0
Mũ bảo hiểm nửa đầu lỗ thông gió chính hãng NÓN SƠN TRẮNG-TG-TR-002,"Đúng với mô tả:đúng
Chất lượng sản phẩm:đẹp chắc chắn
Mik thấy bạn nào vòng đầu 57 thì  nên mua size 58",4.0
Mũ bảo hiểm nửa đầu lỗ thông gió chính hãng NÓN SƠN TRẮNG-TG-TR-002,"sale còn 288k rẻ nên mua luông. Giao về đẹp vãi, đóg gói cẩn thận nx",4.0
Mũ bảo hiểm nửa đầu lỗ thông gió chính hãng NÓN SƠN TRẮNG-TG-TR-002,"Trừ 1 sao vì đã xác nhận đổi màu nhưng shop vẫn giao màu cũ, sp nhẹ và đẹp.",4.0
Mũ bảo hiểm nửa đầu lỗ thông gió chính hãng NÓN SƠN TRẮNG-TG-TR-002,"Chất lượng sản phẩm:sản phẩm chất lượng
Giao hàng nhanh, hộp còn nguyên không bị móp méo, dịch vụ tuyệt vời.",4.0
Mũ bảo hiểm nửa đầu lỗ thông gió chính hãng NÓN SƠN TRẮNG-TG-TR-002,"đồn lầu t đội vừa khít nha bây, nón đẹp nè, chắc chính hãng á, hấy cũng okla",4.0
Mũ bảo hiểm nửa đầu lỗ thông gió chính hãng NÓN SƠN TRẮNG-TG-TR-002,"Chất lượng sản phẩm:tốt
Nón đẹp tốt nhưng chật quá, mình đã nt bảo shop đổi size mà shop còn k phản hồi nữa nên đội chật hơi khó chịu",4.0
